    um         	nm
   1.320	   0.007
   1.330	   0.015
   1.339	   0.024
   1.349	   0.032
   1.359	  -0.001
   1.369	   0.007
   1.379	  -0.069
   1.388	   0.025
   1.398	  -0.009
   1.408	  -0.000
   1.418	   0.008
   1.427	   0.061
   1.437	   0.038
   1.447	  -0.016
   1.457	  -0.007
   1.467	   0.511
   1.476	   1.029
   1.486	   1.124
   1.496	   1.175
   1.506	   1.055
   1.515	   1.106
   1.525	   1.116
   1.535	   1.082
   1.545	   1.092
   1.554	   1.057
   1.564	   1.066
   1.574	   1.159
   1.584	   1.168
   1.594	   1.092
   1.603	   1.059
   1.613	   1.067
   1.623	   1.162
   1.633	   1.085
   1.642	   1.115
   1.652	   1.037
   1.662	   1.088
   1.672	   1.139
   1.682	   1.190
   1.691	   1.114
   1.701	   1.080
   1.711	   1.089
   1.721	   1.098
   1.730	   1.105
   1.740	   1.073
   1.750	   1.124
   1.760	   1.048
   1.770	   1.057
   1.779	   1.108
   1.789	   1.116
   1.799	   1.082
   1.809	   1.049
   1.818	   1.100
   1.828	   1.024
   1.838	   1.075
   1.848	   1.122
   1.858	   1.124
   1.867	   1.090
   1.877	   1.184
   1.887	   1.108
   1.897	   1.074
   1.906	   1.040
   1.916	   1.049
   1.926	   1.101
   1.936	   1.152
   1.946	   1.117
   1.955	   1.085
   1.965	   1.094
   1.975	   1.017
   1.985	   1.026
   1.994	   1.120
   2.004	   1.043
   2.014	   1.010
   2.024	   1.104
   2.034	   1.155
   2.043	   0.995
   2.053	   1.120
   2.063	   1.049
   2.073	   1.143
   2.082	   1.066
   2.092	   1.033
   2.102	   1.126
   2.112	   1.050
   2.122	   1.059
   2.131	   1.025
   2.141	   1.119
   2.151	   1.171
   2.161	   1.094
   2.170	   1.061
   2.180	   1.027
   2.190	   1.036
   2.200	   1.044
   2.210	   1.096
   2.219	   1.020
   2.229	   1.114
   2.239	   1.123
   2.249	   1.174
   2.258	   0.976
   2.268	   1.126
   2.278	   1.094
   2.288	   1.144
   2.298	   1.196
   2.307	   1.077
   2.317	   1.129
   2.327	   1.095
   2.337	   1.104
   2.346	   1.071
   2.356	   1.122
   2.366	   1.174
   2.376	   1.098
   2.386	   1.064
   2.395	   1.200
   2.405	   1.125
   2.415	   1.177
   2.425	   1.100
   2.434	   1.066
   2.444	   1.160
   2.454	   1.169
   2.464	   1.024
   2.474	   1.158
   2.483	   1.083
   2.493	   1.134
   2.503	   1.058
   2.513	   1.067
   2.522	   1.119
   2.532	   1.085
   2.542	   1.094
   2.552	   1.103
   2.561	   1.070
   2.571	   1.037
   2.581	   1.088
   2.591	   1.097
   2.601	   1.106
   2.610	   1.116
   2.620	   1.167
   2.630	   1.134
   2.640	   1.100
   2.649	   1.065
   2.659	   1.033
   2.669	   1.042
   2.679	   1.105
   2.689	   1.115
   2.698	   0.953
   2.708	   1.089
   2.718	   1.098
   2.728	   1.107
   2.737	   1.032
   2.747	   0.998
   2.757	   1.007
   2.767	   1.143
   2.777	   1.111
   2.786	   1.077
   2.796	   1.043
   2.806	   1.053
   2.816	   1.104
   2.825	   1.071
   2.835	   1.123
   2.845	   1.088
   2.855	   1.055
   2.865	   1.149
   2.874	   0.998
   2.884	   1.086
   2.894	   1.011
   2.904	   1.062
   2.913	   1.071
   2.923	   0.995
   2.933	   1.258
   2.943	   1.140
   2.953	   1.064
   2.962	   1.158
   2.972	   0.997
   2.982	   1.176
   2.992	   1.185
   3.001	   0.940
   3.011	   1.162
   3.021	   1.128
   3.031	   1.009
   3.041	   1.188
   3.050	   1.198
   3.060	   1.122
   3.070	   1.300
   3.080	   0.920
   3.089	   0.196
   3.099	   0.035
   3.109	  -0.041
   3.119	   0.011
   3.129	   0.021
   3.138	  -0.055
   3.148	   0.081
   3.158	   0.004
   3.168	  -0.071
   3.177	   0.066
   3.187	  -0.010
   3.197	  -0.045
   3.207	   0.007
   3.217	  -0.111
   3.226	  -0.060
   3.236	   0.035
   3.246	  -0.041
   3.256	  -0.032
   3.265	  -0.023
   3.275	  -0.057
   3.285	  -0.014
   3.295	  -0.081
   3.305	  -0.073
   3.314	  -0.021
   3.324	  -0.011
   3.334	  -0.002
   3.344	   0.007
   3.353	  -0.026
   3.363	   0.067
   3.373	   0.034
   3.383	  -0.085
   3.393	  -0.034
   3.402	  -0.067
   3.412	  -0.058
   3.422	   0.036
   3.432	  -0.082
   3.441	   0.011
   3.451	  -0.064
   3.461	   0.029
   3.471	   0.040
   3.481	   0.049
   3.490	  -0.064
   3.500	  -0.040
   3.510	   0.011
   3.520	   0.021
   3.529	  -0.012
   3.539	  -0.004
   3.549	   0.007
   3.559	   0.016
   3.568	   0.066
   3.578	   0.033
   3.588	   0.000
   3.598	   0.009
   3.608	   0.060
   3.617	  -0.015
   3.627	  -0.007
   3.637	  -0.040
   3.647	  -0.032
   3.656	  -0.021
   3.666	   0.030
   3.676	  -0.004
   3.686	  -0.080
   3.696	  -0.011
   3.705	   0.029
   3.715	  -0.004
   3.725	   0.048
   3.735	  -0.029
   3.744	   0.023
   3.754	  -0.010
   3.764	  -0.044
   3.774	  -0.035
   3.784	   0.060
   3.793	   0.069
   3.803	  -0.049
   3.813	  -0.041
   3.823	   0.012
   3.832	  -0.022
   3.842	  -0.055
   3.852	   0.040
   3.862	  -0.037
   3.872	  -0.028
   3.881	  -0.019
   3.891	  -0.009
   3.901	   0.072
   3.911	   0.008
   3.920	   0.018
   3.930	   0.026
   3.940	  -0.008
   3.950	  -0.085
   3.960	   0.009
   3.969	  -0.025
   3.979	  -0.015
   3.989	   0.036
   3.999	   0.003
   4.008	  -0.030
   4.018	  -0.021
   4.028	  -0.012
   4.038	  -0.046
   4.048	  -0.036
   4.057	   0.015
   4.067	  -0.020
   4.077	   0.033
   4.087	  -0.043
   4.096	  -0.035
   4.106	   0.027
   4.116	   0.015
   4.126	  -0.061
   4.136	   0.034
   4.145	   0.000
   4.155	   0.010
   4.165	   0.018
   4.175	  -0.057
   4.184	  -0.006
   4.194	  -0.040
   4.204	   0.097
   4.214	  -0.021
   4.224	  -0.055
   4.233	  -0.003
   4.243	  -0.035
   4.253	   0.016
   4.263	  -0.018
   4.272	  -0.052
   4.282	  -0.042
   4.292	  -0.033
   4.302	   0.019
   4.312	  -0.071
   4.321	   0.005
   4.331	   0.014
   4.341	  -0.061
   4.351	   0.075
   4.360	  -0.001
   4.370	   0.009
   4.380	  -0.025
   4.390	   0.027
   4.400	  -0.048
   4.409	   0.004
   4.419	   0.099
   4.429	  -0.020
   4.439	   0.032
   4.448	   0.084
   4.458	   0.051
   4.468	   0.018
   4.478	  -0.014
   4.488	  -0.048
   4.497	  -0.081
   4.507	   0.012
   4.517	   0.002
   4.527	  -0.027
   4.536	  -0.061
   4.546	  -0.052
   4.556	  -0.043
   4.566	   0.009
   4.575	   0.019
   4.585	  -0.016
   4.595	  -0.049
   4.605	  -0.040
   4.615	  -0.073
   4.624	  -0.021
   4.634	  -0.012
   4.644	  -0.002
   4.654	   0.007
   4.663	  -0.027
   4.673	  -0.060
   4.683	  -0.008
   4.693	   0.000
   4.703	   0.053
   4.712	  -0.022
   4.722	   0.031
