    um         	nm
   2.941	   1.137
   2.951	   1.083
   2.961	   1.083
   2.970	   1.190
   2.980	   1.012
   2.990	   1.148
   3.000	   1.151
   3.010	   1.033
   3.020	   1.082
   3.030	   1.087
   3.040	   1.060
   3.049	   1.067
   3.059	   1.054
   3.069	   0.979
   3.079	   1.064
   3.089	   1.139
   3.099	   1.064
   3.109	   1.123
   3.119	   1.210
   3.128	   1.150
   3.138	   1.147
   3.148	   1.127
   3.158	   1.128
   3.168	   1.084
   3.178	   1.092
   3.188	   1.112
   3.197	   1.082
   3.207	   1.144
   3.217	   1.127
   3.227	   1.257
   3.237	   1.095
   3.247	   1.114
   3.257	   1.241
   3.267	   1.209
   3.276	   1.080
   3.286	   1.090
   3.296	   1.166
   3.306	   1.062
   3.316	   1.147
   3.326	   1.100
   3.336	   1.123
   3.345	   1.112
   3.355	   1.116
   3.365	   1.096
   3.375	   1.157
   3.385	   1.245
   3.395	   1.128
   3.405	   1.122
   3.415	   1.179
   3.424	   1.056
   3.434	   1.504
   3.444	   1.049
   3.454	   1.079
   3.464	   1.249
   3.474	   1.202
   3.484	   1.207
   3.494	   1.106
   3.503	   1.038
   3.513	   1.071
   3.523	   1.064
   3.533	   0.962
   3.543	   1.053
   3.553	   1.105
   3.563	   1.154
   3.572	   1.032
   3.582	   1.108
   3.592	   1.078
   3.602	   1.133
   3.612	   1.206
   3.622	   1.126
   3.632	   1.170
   3.642	   0.990
   3.651	   1.187
   3.661	   1.186
   3.671	   1.039
   3.681	   1.116
   3.691	   1.130
   3.701	   1.206
   3.711	   1.150
   3.720	   1.158
   3.730	   1.101
   3.740	   1.205
   3.750	   1.126
   3.760	   1.193
   3.770	   1.574
   3.780	   1.213
   3.790	   1.335
   3.799	   0.115
   3.809	   0.041
   3.819	  -0.031
   3.829	  -0.007
   3.839	  -0.057
   3.849	  -0.002
   3.859	  -0.063
   3.869	   0.160
   3.878	  -0.008
   3.888	  -0.037
   3.898	   0.040
   3.908	  -0.047
   3.918	   0.010
   3.928	   0.015
   3.938	  -0.078
   3.947	   0.024
   3.957	   0.056
   3.967	   0.066
   3.977	   0.000
   3.987	   0.022
   3.997	  -0.128
   4.007	  -0.031
   4.017	  -0.002
   4.026	  -0.009
   4.036	  -0.033
   4.046	  -0.023
   4.056	   0.005
   4.066	  -0.046
   4.076	  -0.002
   4.086	  -0.069
   4.096	   0.049
   4.105	  -0.040
   4.115	   0.065
   4.125	   0.139
   4.135	  -0.007
   4.145	   0.055
   4.155	  -0.007
   4.165	   0.144
   4.174	   0.019
   4.184	   0.004
   4.194	  -0.087
   4.204	   0.013
   4.214	   0.160
   4.224	   0.016
   4.234	   0.010
   4.244	  -0.118
   4.253	  -0.156
   4.263	  -0.015
   4.273	   0.003
   4.283	  -0.041
   4.293	  -0.070
   4.303	  -0.020
   4.313	  -0.024
   4.322	   0.014
   4.332	   0.067
   4.342	  -0.025
   4.352	  -0.046
   4.362	  -0.042
   4.372	  -0.032
   4.382	   0.000
   4.392	  -0.036
   4.401	  -0.058
   4.411	  -0.052
   4.421	   0.021
   4.431	  -0.012
   4.441	   0.081
   4.451	  -0.020
   4.461	  -0.073
   4.471	   0.016
   4.480	   0.073
   4.490	  -0.007
   4.500	   0.008
   4.510	   0.035
   4.520	   0.019
   4.530	   0.025
   4.540	   0.025
   4.549	   0.020
   4.559	  -0.039
   4.569	   0.031
   4.579	  -0.063
   4.589	  -0.043
   4.599	  -0.156
   4.609	   0.021
   4.619	   0.005
   4.628	   0.022
   4.638	  -0.087
   4.648	  -0.074
   4.658	   0.046
   4.668	  -0.052
   4.678	  -0.093
   4.688	  -0.134
   4.697	   0.026
   4.707	   0.004
   4.717	  -0.076
   4.727	   0.032
   4.737	  -0.013
   4.747	  -0.062
   4.757	  -0.106
   4.767	   0.089
   4.776	   0.016
   4.786	   0.066
   4.796	   0.019
   4.806	   0.088
   4.816	  -0.042
   4.826	   0.068
   4.836	  -0.010
   4.846	  -0.020
   4.855	  -0.058
   4.865	  -0.040
   4.875	  -0.048
   4.885	  -0.122
   4.895	   0.095
   4.905	  -0.017
   4.915	   0.017
   4.924	  -0.171
   4.934	  -0.081
   4.944	  -0.007
   4.954	   0.023
   4.964	   0.035
   4.974	  -0.066
   4.984	  -0.021
   4.994	  -0.142
   5.003	  -0.023
   5.013	   0.049
