    um         	nm
   1.261	  -0.130
   1.273	   0.008
   1.286	   0.036
   1.298	   0.113
   1.310	   0.026
   1.322	   0.057
   1.335	   0.077
   1.347	   0.074
   1.359	   0.072
   1.371	   0.125
   1.384	   1.115
   1.396	   1.142
   1.408	   1.142
   1.420	   1.058
   1.433	   1.185
   1.445	   1.085
   1.457	   1.028
   1.469	   1.131
   1.482	   1.105
   1.494	   1.109
   1.506	   1.143
   1.518	   1.074
   1.531	   1.108
   1.543	   1.219
   1.555	   1.112
   1.567	   1.085
   1.580	   1.168
   1.592	   0.966
   1.604	   1.130
   1.616	   1.056
   1.629	   0.999
   1.641	   1.086
   1.653	   1.191
   1.665	   1.046
   1.678	   1.097
   1.690	   1.150
   1.702	   0.981
   1.714	   1.007
   1.727	   1.110
   1.739	   1.098
   1.751	   1.107
   1.763	   1.068
   1.776	   0.945
   1.788	   1.071
   1.800	   1.312
   1.812	   1.128
   1.825	   0.979
   1.837	   1.063
   1.849	   1.084
   1.861	   1.095
   1.873	   1.114
   1.886	   1.107
   1.898	   1.156
   1.910	   1.164
   1.922	   1.110
   1.935	   1.317
   1.947	   1.179
   1.959	   1.194
   1.971	   1.137
   1.984	   1.057
   1.996	   1.217
   2.008	   1.045
   2.020	   1.071
   2.033	   0.905
   2.045	   1.005
   2.057	   1.123
   2.069	   1.227
   2.082	   1.176
   2.094	   1.015
   2.106	   1.138
   2.118	   1.096
   2.131	   1.099
   2.143	   1.088
   2.155	   1.021
   2.167	   1.304
   2.180	   1.052
   2.192	   1.174
   2.204	   1.186
   2.216	   1.071
   2.229	   1.207
   2.241	   1.057
   2.253	   1.127
   2.265	   1.263
   2.278	   1.075
   2.290	   1.224
   2.302	   0.959
   2.314	   0.902
   2.327	   1.141
   2.339	   0.978
   2.351	   1.058
   2.363	   1.239
   2.376	   1.176
   2.388	   1.158
   2.400	   1.061
   2.412	   1.092
   2.425	   1.002
   2.437	   1.176
   2.449	   1.170
   2.461	   1.130
   2.474	   1.158
   2.486	   1.213
   2.498	   1.044
   2.510	   1.077
   2.522	   1.137
   2.535	   0.945
   2.547	   1.067
   2.559	   1.063
   2.571	   1.159
   2.584	   1.024
   2.596	   1.107
   2.608	   1.010
   2.620	   1.130
   2.633	   1.035
   2.645	   1.035
   2.657	   1.043
   2.669	   1.048
   2.682	   1.148
   2.694	   1.162
   2.706	   1.155
   2.718	   1.199
   2.731	   1.051
   2.743	   1.065
   2.755	   1.088
   2.767	   1.091
   2.780	   1.122
   2.792	   1.081
   2.804	   1.101
   2.816	   1.136
   2.829	   1.061
   2.841	   1.140
   2.853	   1.321
   2.865	   1.185
   2.878	   1.120
   2.890	   1.082
   2.902	   1.141
   2.914	   1.118
   2.927	   1.030
   2.939	   1.105
   2.951	   0.949
   2.963	   0.988
   2.976	   1.046
   2.988	   0.973
   3.000	   1.112
   3.012	   1.046
   3.025	   1.179
   3.037	   1.286
   3.049	   1.156
   3.061	   1.089
   3.074	   1.214
   3.086	   1.131
   3.098	   1.099
   3.110	   1.073
   3.122	   1.273
   3.135	   0.665
   3.147	   0.009
   3.159	  -0.018
   3.171	  -0.035
   3.184	  -0.052
   3.196	   0.082
   3.208	  -0.065
   3.220	  -0.033
   3.233	   0.005
   3.245	   0.006
   3.257	   0.042
   3.269	  -0.013
   3.282	   0.023
   3.294	   0.027
   3.306	  -0.065
   3.318	   0.014
   3.331	  -0.052
   3.343	  -0.019
   3.355	  -0.017
   3.367	  -0.050
   3.380	  -0.020
   3.392	   0.027
   3.404	  -0.039
   3.416	  -0.004
   3.429	   0.002
   3.441	   0.080
   3.453	  -0.081
   3.465	   0.031
   3.478	   0.056
   3.490	   0.049
   3.502	  -0.013
   3.514	   0.052
   3.527	  -0.105
   3.539	  -0.031
   3.551	   0.017
   3.563	  -0.071
   3.576	   0.037
   3.588	  -0.051
   3.600	  -0.068
   3.612	   0.029
   3.625	   0.035
   3.637	  -0.028
   3.649	   0.010
   3.661	  -0.119
   3.674	   0.023
   3.686	  -0.018
   3.698	   0.067
   3.710	   0.112
   3.723	   0.040
   3.735	  -0.039
   3.747	   0.060
   3.759	   0.076
   3.771	   0.133
   3.784	  -0.006
   3.796	  -0.021
   3.808	   0.072
   3.820	  -0.074
   3.833	   0.077
   3.845	   0.021
   3.857	   0.001
   3.869	   0.103
   3.882	  -0.036
   3.894	  -0.050
   3.906	   0.046
   3.918	  -0.053
   3.931	   0.062
   3.943	   0.018
   3.955	  -0.139
   3.967	   0.097
   3.980	  -0.010
   3.992	   0.059
   4.004	  -0.127
   4.016	  -0.043
   4.029	   0.074
   4.041	  -0.046
   4.053	  -0.012
   4.065	   0.049
   4.078	  -0.015
   4.090	   0.060
   4.102	  -0.042
   4.114	  -0.025
   4.127	  -0.002
   4.139	   0.027
   4.151	  -0.001
   4.163	  -0.031
   4.176	   0.031
   4.188	  -0.113
   4.200	   0.035
   4.212	   0.067
   4.225	  -0.029
   4.237	  -0.005
   4.249	   0.075
   4.261	   0.073
   4.274	   0.008
   4.286	  -0.083
   4.298	  -0.019
   4.310	  -0.081
   4.323	  -0.041
   4.335	  -0.050
   4.347	   0.062
   4.359	   0.013
   4.371	   0.000
   4.384	  -0.036
   4.396	   0.086
   4.408	  -0.036
   4.420	  -0.085
   4.433	   0.014
   4.445	   0.084
   4.457	  -0.022
   4.469	  -0.061
   4.482	   0.001
   4.494	   0.132
   4.506	  -0.073
   4.518	   0.009
   4.531	  -0.050
   4.543	  -0.046
   4.555	  -0.019
   4.567	  -0.046
   4.580	   0.063
   4.592	  -0.006
   4.604	   0.024
   4.616	   0.015
   4.629	  -0.040
   4.641	  -0.008
   4.653	  -0.083
   4.665	  -0.003
   4.678	  -0.008
   4.690	  -0.065
   4.702	  -0.008
   4.714	  -0.042
   4.727	   0.061
