    um         	nm
   1.837	   1.202
   1.849	   1.179
   1.861	   1.146
   1.873	   1.061
   1.886	   1.091
   1.898	   1.160
   1.910	   1.178
   1.922	   1.073
   1.935	   1.162
   1.947	   1.037
   1.959	   1.270
   1.971	   1.077
   1.984	   1.193
   1.996	   1.028
   2.008	   1.109
   2.020	   1.010
   2.033	   1.063
   2.045	   1.186
   2.057	   1.065
   2.069	   0.966
   2.082	   1.090
   2.094	   1.069
   2.106	   1.139
   2.118	   1.163
   2.131	   0.993
   2.143	   1.191
   2.155	   1.048
   2.167	   1.039
   2.180	   1.200
   2.192	   1.154
   2.204	   1.059
   2.216	   1.135
   2.229	   1.144
   2.241	   0.983
   2.253	   1.087
   2.265	   1.095
   2.278	   0.917
   2.290	   1.141
   2.302	   1.159
   2.314	   1.081
   2.327	   1.023
   2.339	   1.201
   2.351	   1.060
   2.363	   1.104
   2.376	   1.119
   2.388	   0.990
   2.400	   0.998
   2.412	   0.996
   2.425	   1.074
   2.437	   1.113
   2.449	   1.065
   2.461	   1.023
   2.474	   1.160
   2.486	   1.048
   2.498	   1.054
   2.510	   1.042
   2.522	   0.951
   2.535	   0.928
   2.547	   1.060
   2.559	   1.250
   2.571	   1.133
   2.584	   1.060
   2.596	   1.026
   2.608	   1.057
   2.620	   1.083
   2.633	   1.024
   2.645	   1.151
   2.657	   1.074
   2.669	   1.198
   2.682	   1.005
   2.694	   1.128
   2.706	   1.032
   2.718	   1.129
   2.731	   1.099
   2.743	   1.179
   2.755	   1.254
   2.767	   1.110
   2.780	   1.136
   2.792	   1.091
   2.804	   1.134
   2.816	   1.124
   2.829	   1.163
   2.841	   1.029
   2.853	   1.066
   2.865	   1.155
   2.878	   1.138
   2.890	   1.134
   2.902	   1.158
   2.914	   1.026
   2.927	   1.098
   2.939	   1.060
   2.951	   1.021
   2.963	   1.069
   2.976	   0.995
   2.988	   1.024
   3.000	   1.046
   3.012	   1.036
   3.025	   0.527
   3.037	  -0.041
   3.049	  -0.103
   3.061	  -0.016
   3.074	   0.086
   3.086	   0.059
   3.098	   0.000
   3.110	  -0.010
   3.122	  -0.052
   3.135	   0.029
   3.147	  -0.025
   3.159	   0.056
   3.171	   0.032
   3.184	   0.043
   3.196	  -0.027
   3.208	  -0.006
   3.220	  -0.066
   3.233	  -0.025
   3.245	  -0.033
   3.257	  -0.079
   3.269	  -0.088
   3.282	   0.043
   3.294	   0.064
   3.306	  -0.027
   3.318	  -0.085
   3.331	  -0.075
   3.343	  -0.013
   3.355	   0.012
   3.367	  -0.001
   3.380	   0.004
   3.392	   0.108
   3.404	   0.018
   3.416	   0.041
   3.429	   0.015
   3.441	  -0.058
   3.453	  -0.024
   3.465	  -0.029
   3.478	  -0.031
   3.490	  -0.041
   3.502	   0.085
   3.514	   0.118
   3.527	   0.039
   3.539	   0.021
   3.551	  -0.076
   3.563	  -0.005
   3.576	  -0.035
   3.588	  -0.028
   3.600	  -0.078
   3.612	   0.056
   3.625	   0.002
   3.637	  -0.027
   3.649	   0.003
   3.661	  -0.090
   3.674	   0.055
   3.686	  -0.016
   3.698	   0.021
   3.710	  -0.038
   3.723	  -0.068
   3.735	   0.066
   3.747	  -0.058
   3.759	   0.005
   3.771	  -0.041
   3.784	  -0.006
   3.796	  -0.005
   3.808	   0.008
   3.820	  -0.003
   3.833	   0.006
   3.845	   0.024
   3.857	   0.015
   3.869	  -0.003
   3.882	   0.021
   3.894	  -0.116
   3.906	  -0.032
   3.918	  -0.005
   3.931	   0.018
   3.943	   0.009
   3.955	  -0.017
   3.967	   0.018
   3.980	  -0.109
   3.992	   0.019
   4.004	  -0.055
   4.016	   0.013
   4.029	   0.068
   4.041	  -0.052
   4.053	  -0.063
   4.065	   0.060
   4.078	   0.018
   4.090	   0.015
   4.102	  -0.033
   4.114	   0.051
   4.127	   0.071
   4.139	   0.052
   4.151	  -0.001
   4.163	  -0.073
   4.176	   0.033
   4.188	   0.031
   4.200	  -0.020
   4.212	   0.010
   4.225	   0.099
   4.237	   0.094
   4.249	  -0.003
   4.261	   0.043
   4.274	   0.010
   4.286	   0.053
   4.298	  -0.013
   4.310	   0.088
   4.323	  -0.054
   4.335	  -0.094
   4.347	  -0.021
   4.359	   0.019
   4.371	   0.063
   4.384	  -0.009
   4.396	   0.022
   4.408	  -0.052
   4.420	   0.130
   4.433	   0.045
   4.445	  -0.026
   4.457	   0.031
   4.469	   0.036
   4.482	  -0.022
   4.494	   0.008
   4.506	  -0.026
   4.518	   0.000
   4.531	  -0.083
   4.543	  -0.075
   4.555	  -0.027
   4.567	  -0.099
   4.580	   0.039
   4.592	   0.052
   4.604	  -0.008
   4.616	   0.046
   4.629	  -0.001
   4.641	  -0.062
   4.653	  -0.028
   4.665	  -0.006
   4.678	  -0.015
   4.690	  -0.048
   4.702	  -0.041
   4.714	  -0.027
   4.727	  -0.005
