    um         	nm
   4.582	   0.202
   4.592	  -0.004
   4.602	   0.036
   4.611	   0.019
   4.621	  -0.042
   4.631	   0.068
   4.641	  -0.010
   4.651	  -0.020
   4.661	  -0.058
   4.671	  -0.040
   4.680	  -0.048
   4.690	  -0.047
   4.700	  -0.007
   4.710	  -0.034
   4.720	   0.086
   4.730	  -0.102
   4.740	  -0.013
   4.749	  -0.023
   4.759	  -0.003
   4.769	  -0.086
   4.779	  -0.013
   4.789	   0.031
   4.799	  -0.008
   4.808	  -0.057
   4.818	   0.007
   4.828	   0.042
   4.838	   0.057
