    um         	nm
   1.833	   1.142
   1.843	   1.114
   1.852	   1.001
   1.862	   1.114
   1.872	   1.016
   1.882	   1.030
   1.892	   1.053
   1.902	   1.213
   1.912	   1.016
   1.921	   1.047
   1.931	   1.115
   1.941	   1.189
   1.951	   1.105
   1.961	   1.021
   1.971	   1.032
   1.981	   1.115
   1.990	   1.097
   2.000	   1.057
   2.010	   1.068
   2.020	   1.159
   2.030	   1.091
   2.040	   1.179
   2.050	   1.113
   2.059	   1.139
   2.069	   1.070
   2.079	   1.015
   2.089	   1.099
   2.099	   1.259
   2.109	   1.081
   2.118	   1.113
   2.128	   1.049
   2.138	   0.997
   2.148	   1.050
   2.158	   1.095
   2.168	   1.179
   2.178	   1.075
   2.187	   0.981
   2.197	   1.039
   2.207	   0.980
   2.217	   1.163
   2.227	   1.133
   2.237	   1.134
   2.247	   1.089
   2.256	   1.115
   2.266	   1.138
   2.276	   1.065
   2.286	   1.012
   2.296	   1.012
   2.306	   1.220
   2.316	   1.190
   2.325	   1.219
   2.335	   1.113
   2.345	   1.125
   2.355	   1.244
   2.365	   1.235
   2.375	   1.049
   2.385	   1.237
   2.394	   1.086
   2.404	   1.034
   2.414	   1.068
   2.424	   1.136
   2.434	   1.166
   2.444	   1.107
   2.454	   1.050
   2.463	   1.044
   2.473	   1.029
   2.483	   1.183
   2.493	   1.191
   2.503	   1.053
   2.513	   1.036
   2.522	   0.985
   2.532	   1.111
   2.542	   1.065
   2.552	   1.081
   2.562	   1.178
   2.572	   1.022
   2.582	   0.999
   2.591	   1.000
   2.601	   1.101
   2.611	   1.109
   2.621	   1.111
   2.631	   1.129
   2.641	   1.078
   2.651	   1.100
   2.660	   0.992
   2.670	   1.126
   2.680	   1.029
   2.690	   1.140
   2.700	   1.126
   2.710	   1.184
   2.720	   1.093
   2.729	   1.106
   2.739	   1.198
   2.749	   1.133
   2.759	   1.078
   2.769	   1.158
   2.779	   1.097
   2.789	   1.081
   2.798	   1.038
   2.808	   1.128
   2.818	   1.099
   2.828	   1.056
   2.838	   1.147
   2.848	   1.033
   2.858	   1.038
   2.867	   1.098
   2.877	   1.108
   2.887	   1.110
   2.897	   1.014
   2.907	   1.109
   2.917	   1.169
   2.926	   0.992
   2.936	   1.094
   2.946	   1.176
   2.956	   1.074
   2.966	   1.156
   2.976	   1.025
   2.986	   1.034
   2.995	   1.129
   3.005	   1.102
   3.015	   1.070
   3.025	   1.137
   3.035	   1.098
   3.045	   1.105
   3.055	   1.209
   3.064	   1.160
   3.074	   1.125
   3.084	   1.074
   3.094	   1.169
   3.104	   1.160
   3.114	   1.223
   3.124	   1.223
   3.133	   1.000
   3.143	   1.106
   3.153	   1.171
   3.163	   1.008
   3.173	   1.162
   3.183	   1.129
   3.193	   1.220
   3.202	   1.179
   3.212	   1.260
   3.222	   1.234
   3.232	   1.102
   3.242	   1.203
   3.252	   1.090
   3.261	   1.122
   3.271	   1.029
   3.281	   1.066
   3.291	   1.072
   3.301	   1.132
   3.311	   1.065
   3.321	   1.095
   3.330	   1.167
   3.340	   1.062
   3.350	   1.071
   3.360	   1.122
   3.370	   1.171
   3.380	   1.124
   3.390	   1.201
   3.399	   1.078
   3.409	   1.133
   3.419	   1.206
   3.429	   1.126
   3.439	   1.170
   3.449	   1.066
   3.459	   1.094
   3.468	   0.999
   3.478	   1.106
   3.488	   1.100
   3.498	   1.113
   3.508	   1.190
   3.518	   1.219
   3.528	   1.046
   3.537	   1.235
   3.547	   1.172
   3.557	   1.176
   3.567	   0.987
   3.577	   1.367
   3.587	   1.263
   3.597	   1.122
   3.606	   1.253
   3.616	   1.178
   3.626	   1.104
   3.636	   1.046
   3.646	   0.824
   3.656	   0.031
   3.665	   0.045
   3.675	   0.006
   3.685	   0.093
   3.695	  -0.019
   3.705	  -0.027
   3.715	  -0.031
   3.725	   0.026
   3.734	   0.031
   3.744	   0.090
   3.754	   0.024
   3.764	   0.481
   3.774	   0.066
   3.784	  -0.088
   3.794	  -0.066
   3.803	   0.039
   3.813	   0.038
   3.823	  -0.019
   3.833	  -0.027
   3.843	   0.034
   3.853	  -0.124
   3.863	  -0.013
   3.872	   0.013
   3.882	  -0.027
   3.892	  -0.018
   3.902	  -0.072
   3.912	  -0.073
   3.922	   0.028
   3.932	   0.018
   3.941	  -0.050
   3.951	   0.012
   3.961	   0.020
   3.971	   0.094
   3.981	  -0.033
   3.991	  -0.133
   4.001	  -0.055
   4.010	  -0.134
   4.020	   0.099
   4.030	   0.126
   4.040	  -0.059
   4.050	  -0.104
   4.060	  -0.227
   4.069	   0.001
   4.079	  -0.158
   4.089	  -0.033
   4.099	   0.024
   4.109	   0.065
   4.119	  -0.115
   4.129	   0.095
   4.138	   0.063
   4.148	  -0.036
   4.158	  -0.057
   4.168	  -0.060
   4.178	   0.042
   4.188	  -0.018
   4.198	  -0.056
   4.207	   0.007
   4.217	   0.008
   4.227	   0.080
   4.237	  -0.042
   4.247	  -0.029
   4.257	   0.031
   4.267	  -0.108
   4.276	  -0.022
   4.286	  -0.053
   4.296	   0.031
   4.306	   0.047
   4.316	  -0.010
   4.326	   0.049
   4.336	   0.054
   4.345	   0.048
   4.355	  -0.043
   4.365	  -0.019
   4.375	  -0.032
   4.385	   0.047
   4.395	  -0.106
   4.404	   0.033
   4.414	   0.028
   4.424	  -0.073
   4.434	  -0.060
   4.444	   0.002
   4.454	   0.016
   4.464	  -0.034
   4.473	   0.031
   4.483	  -0.023
   4.493	   0.026
   4.503	  -0.073
   4.513	   0.075
   4.523	  -0.005
   4.533	   0.021
   4.542	  -0.023
   4.552	  -0.004
   4.562	   0.032
   4.572	  -0.027
   4.582	  -0.013
   4.592	   0.123
   4.602	   0.079
   4.611	  -0.028
   4.621	  -0.002
   4.631	  -0.064
   4.641	   0.032
   4.651	  -0.067
   4.661	   0.067
   4.671	  -0.001
   4.680	  -0.093
   4.690	  -0.013
   4.700	   0.029
   4.710	   0.084
   4.720	   0.043
   4.730	   0.018
   4.740	   0.034
   4.749	   0.016
   4.759	   0.040
   4.769	   0.038
   4.779	   0.027
   4.789	  -0.012
   4.799	   0.033
   4.808	   0.067
   4.818	   0.044
   4.828	  -0.002
   4.838	  -0.072
