    um         	nm
   3.597	  -0.089
   3.607	  -0.044
   3.617	   0.041
   3.627	  -0.031
   3.637	  -0.008
   3.647	  -0.140
   3.657	   0.000
   3.666	   0.026
   3.676	   0.068
   3.686	  -0.023
   3.696	   0.031
   3.706	   0.024
   3.716	   0.021
   3.726	  -0.006
   3.735	   0.001
   3.745	   0.067
   3.755	   0.001
   3.765	  -0.060
   3.775	   0.031
   3.785	  -0.034
   3.795	  -0.012
   3.804	  -0.078
   3.814	  -0.073
   3.824	  -0.045
   3.834	   0.111
   3.844	   0.002
   3.854	   0.010
   3.864	   0.038
   3.873	  -0.018
   3.883	   0.025
   3.893	   0.041
   3.903	  -0.019
   3.913	  -0.023
   3.923	   0.081
   3.933	  -0.014
   3.942	  -0.082
   3.952	  -0.022
   3.962	   0.002
   3.972	   0.153
   3.982	   0.019
   3.992	   0.004
   4.002	  -0.087
   4.011	   0.005
   4.021	   0.321
   4.031	   0.093
   4.041	   0.002
   4.051	   0.032
   4.061	  -0.175
   4.071	  -0.032
   4.080	   0.063
   4.090	  -0.066
   4.100	   0.075
   4.110	   0.040
   4.120	   0.025
   4.130	  -0.105
   4.140	   0.032
   4.149	  -0.154
   4.159	  -0.005
   4.169	  -0.002
   4.179	  -0.076
   4.189	  -0.042
   4.199	  -0.089
   4.209	  -0.025
   4.218	  -0.027
   4.228	   0.046
   4.238	   0.096
   4.248	  -0.063
   4.258	   0.007
   4.268	   0.114
   4.278	   0.031
   4.287	  -0.004
   4.297	  -0.084
   4.307	   0.015
   4.317	  -0.042
   4.327	   0.026
   4.337	   0.023
   4.347	   0.014
   4.356	   0.010
   4.366	  -0.050
   4.376	   0.022
   4.386	  -0.071
   4.396	  -0.052
   4.406	  -0.164
   4.416	  -0.006
   4.425	  -0.107
   4.435	  -0.091
   4.445	   0.053
   4.455	   0.068
   4.465	   0.018
   4.475	  -0.079
   4.485	   0.032
   4.494	  -0.007
   4.504	  -0.019
   4.514	  -0.042
   4.524	   0.048
   4.534	  -0.097
   4.544	   0.115
   4.554	  -0.036
   4.563	   0.085
   4.573	   0.112
   4.583	  -0.046
   4.593	   0.004
   4.603	  -0.042
   4.613	   0.110
   4.623	   0.057
   4.632	  -0.010
   4.642	  -0.001
   4.652	   0.071
   4.662	  -0.052
   4.672	  -0.118
   4.682	  -0.040
   4.692	   0.042
   4.701	  -0.087
   4.711	  -0.030
   4.721	  -0.075
   4.731	   0.156
   4.741	  -0.003
   4.751	  -0.101
   4.761	   0.430
   4.770	   0.006
   4.780	  -0.007
   4.790	   0.038
   4.800	  -0.085
   4.810	  -0.051
   4.820	  -0.073
   4.830	  -0.036
   4.839	  -0.104
