    um         	nm
   5.647	  -0.072
   5.660	  -0.062
   5.673	   0.092
   5.686	  -0.013
   5.699	   0.148
   5.712	   0.059
   5.725	  -0.028
   5.737	  -0.038
   5.750	  -0.040
   5.763	   0.031
   5.776	   0.052
